specobjid,ra,dec,z
4971014212794642432,0.231659680000007,5.5453937,0.04847337
844437612012791808,0.23205739,14.018451,0.07410323
7742977046624268288,0.233282669999994,27.120448,0.01223963
844579174134867968,0.23470306,16.092716,0.1736498
435863206850750464,0.23554862,0.76277963,0.0961045
845649274095036416,0.2398578,15.278276,0.0967738
845631956786898944,0.24099716,14.190415,0.09142509
3179614529139009536,0.241076,26.97939,0.0001418339
844563231216265216,0.24152118,15.393396,0.1537269
6988710415585439744,0.241534349999995,18.769842,0.0549279
4970996895486504960,0.24177272999998,6.7509408,0.1717059
1732906241052665856,0.24208701,0.917772,0.09530339
6988709316073811968,0.24239037000001,19.109876,0.08452607
1676602725300725760,0.242675,0.350178,0.0001164592
7745233244400578560,0.243046129999982,23.099428,0.09905833
5104970463722532864,0.243447249999974,9.1759705,0.09652566
844465374681393152,0.24431036,14.544625,0.08946322
6960503543464390656,0.247526499999992,12.10697,0.07552919
7742976496868454400,0.24817784999999,27.210816,0.00357955
845635255321782272,0.25007062,15.06465,0.155531
6953704714555551744,0.250953279999976,12.531362,0.1637245
7330751170728357888,0.251642389999972,27.4739,0.1402334
3153752089478326272,0.254948,25.44885,9.830025E-05
4746999707812425728,0.255307909999999,1.1936394,0.162589
1676608497736771584,0.255344,0.877391,0.1041763
1732801787448027136,0.255676,0.069714002,0.1639201
844579723890681856,0.2561695,15.96022,0.114477
1676617018951886848,0.256315,0.06513,6.032675E-06
3153738620460886016,0.256673,25.621501,4.696754E-05
844466749070927872,0.25683807,14.854664,0.08329216
3153736146559723520,0.257559,26.087395,9.191983E-06
6960396341080682496,0.259204730000022,10.276361,0.1604308
4747019499021725696,0.262181279999993,0.06982059,0.1058185
435867055141447680,0.26267557,1.268034,0.08641656
844468673216276480,0.26498768,14.580186,0.005717654
1732906515930572800,0.265062,1.010554,0.09658932
5106025170201145344,0.265074850000019,6.2367136,0.09513131
1676609322370492416,0.265339,1.177977,8.416871E-06
4970961711114416128,0.266055789999996,4.5014325,1.316897E-05
3153725426321352704,0.267104,24.265012,6.589502E-06
844583022425565184,0.26717746,16.061461,0.1187842
5104955070559744000,0.267413879999992,8.2963017,0.1026479
4836955152496390144,0.267546560000028,0.84380282,0.002877829
435867879775168512,0.26783388,1.1826485,0.1387921
8032272575034486784,0.269095929999992,29.147882,0.1165556
6960508491266715648,0.270742600000005,11.056923,0.167435
6960514538580668416,0.272112419999985,10.938582,0.1675934
7742978146135896064,0.272341519999998,27.311658,0.1473271
6949148613331841024,0.27244490999999,15.419851,0.1781568
1228503631855118336,0.274582,0.24082,1.463037E-05
435870353676331008,0.27704804,1.0660222,0.08614497
7330996361821351936,0.278553180000017,28.734677,0.1016677
6898394332043866112,0.278834819999986,19.457242,0.1699092
6898660963613601792,0.278938890000006,19.916074,0.1691403
771381660879972352,0.28137897,1.2419005,0.06131181
844563780972079104,0.28230378,15.469478,0.1193004
3177363003146266624,0.283251,24.432132,0.0001196729
4837053833664983040,0.285702860000015,2.5484157,0.1141707
6949238773285318656,0.285756300000003,16.651854,0.0001665281
844437062256977920,0.2862029,13.857136,0.09334043
6925673215377993728,0.286715479999998,13.185749,0.1106396
7745176069795934208,0.287104569999997,21.569852,0.1472539
3153736971193444352,0.287308,25.662665,7.255217E-06
844453280053487616,0.28764352,14.591751,0.09142111
771381935757879296,0.28832634,1.0692465,0.08673595
3177395713617192960,0.288717,25.495387,7.315147E-06
435770298118203392,0.28932998,0.084602399,0.07848723
6953692619927646208,0.29063917000002,11.832607,0.004153253
3179602159633197056,0.291678,26.768916,3.987548E-05
1676609597248399360,0.292251,1.082056,0.08585143
844566529751148544,0.29238324,15.454258,0.1203614
7742975397356826624,0.295986120000009,27.585653,0.009828139
7331001034745769984,0.296306700000002,28.343348,0.02685056
844439261280233472,0.29676604,13.963984,0.1375221
844438161768605696,0.29693382,13.943094,1.505118E-05
6949240147674853376,0.297256530000027,17.273802,0.0846426
5106036715073236992,0.297598719999996,7.1361571,0.0001274664
844581098280216576,0.29778051,15.985866,0.1143255
6949137618215563264,0.299381760000017,15.478581,0.06832723
8033438881960095744,0.299479270000006,28.263755,0.1241407
844563506094172160,0.30000097,15.478422,0.06789955
845645975560153088,0.30010514,15.351379,0.1537672
7745172771261050880,0.300892379999993,22.757437,0.002882717
4747014001463586816,0.301055019999978,0.83823639,4.168964E-06
6946917428874637312,0.302863960000025,18.610658,0.003332391
1732916136657315840,0.30345601,1.182092,0.0950794
1676618118463514624,0.305018,0.240078,4.616739E-05
844565979995334656,0.30719675,15.168024,0.1556416
1676615369684445184,0.308737,0.713896,0.09877435
4971014762550456320,0.309346430000005,5.6732132,0.003572463
845645700682246144,0.30948578,15.794455,0.1152125
4971010914259759104,0.309750020000024,6.239466,0.09563597
6960502443952762880,0.309875869999985,11.8136,0.169662
845649823850850304,0.30998233,15.117151,0.09804911
6949243171331829760,0.310161279999988,16.178619,0.04303559
844562681460451328,0.31041934,15.426169,0.1198257
1676616469196072960,0.311628,0.674838,7.968148E-05
6960511789801598976,0.31180089999998,11.315498,0.07453658
844440360791861248,0.31320771,14.002388,0.09483902
771392930874157056,0.3138599,1.1586205,0.05333887
6954772615291138048,0.314702979999993,12.891569,0.09563436
4815496533930340352,0.315029999999979,2.6712888,0.1137211
844457128344184832,0.3150778,14.666661,0.09646401
5104977885426020352,0.315141019999999,8.9228932,0.09589086
1732918885436385280,0.31633601,0.826895,0.1015136
1228517925506279424,0.31695671,1.2047006,0.0611584
844584396815099904,0.31871008,16.182609,0.06562193
3153710033158563840,0.319436,24.854952,8.359119E-05
844565705117427712,0.31959717,14.963616,0.1354169
6988485840335466496,0.321702829999992,17.021539,0.1615157
4837053009031262208,0.32242967000002,2.7030729,0.1134093
8033436133181026304,0.322435470000016,28.666894,0.003345989
4815729630395428864,0.322760000000017,4.1619907,0.1730204
7330753094873706496,0.325717569999995,27.748858,0.03950223
4837051909519634432,0.326803680000012,2.7689939,0.1148317
844565155361613824,0.32847782,15.467484,0.1193541
3155954137011611648,0.328961,27.054169,6.853078E-05
6946912755950219264,0.329401229999974,18.319666,7.905043E-05
435870628554237952,0.33022072,1.087561,0.1383833
7745240940981972992,0.331559819999995,23.449275,0.0001077421
6954777288215556096,0.332457879999993,13.574147,0.09426517
7745166449069191168,0.332561559999988,21.527654,6.370941E-06
6954769041878347776,0.33271203999999,14.145276,5.359816E-05
8033428986355445760,0.335213029999977,27.798918,0.1342611
1676622241632118784,0.336242,1.21437,0.09911031
6960391943034171392,0.337265150000007,9.5847102,0.09607094
6879266403217240064,0.337648559999991,20.71963,6.649312E-05
7330754744141148160,0.338390279999999,27.767592,0.1761315
1676613720417003520,0.338544,0.671863,0.08748541
1676617293829793792,0.340722,0.137065,6.242326E-05
1228520949163255808,0.342794,0.73686,0.1071571
844564330727892992,0.34600373,15.551167,0.1215033
3177356955832313856,0.34881853,24.334332,0.004035355
4815727431372173312,0.348830000000021,4.3776104,0.0001377115
844455479076743168,0.349596,14.553713,0.1054551
1676623616021653504,0.350705,1.006731,0.07967339
3177394339227658240,0.351138,25.178043,0.0002067482
435862107339122688,0.35135374,0.73037158,0.08204923
844582197791844352,0.35190715,15.710929,0.1513387
7331002134257397760,0.352233399999989,28.388056,0.08938931
844566254873241600,0.35249501,14.9695,0.1445302
1228519849651628032,0.352716,0.873734,0.09617314
771394580141598720,0.353929,0.94079383,0.0002297665
6960390843522543616,0.355087369999978,9.3321464,0.06719845
3156009387470907392,0.355348,29.440118,0.0001160427
1227323031261571072,0.355786,0.219261,0.03774573
1732911188854990848,0.35580799,0.66735202,0.09913424
3177364927291615232,0.357305,24.79363,6.029843E-05
844438436646512640,0.35816395,13.807595,0.07456326
845633056298526720,0.35881212,14.001425,0.09206659
3155953312377890816,0.359468,27.121103,1.633975E-05
5104978710059741184,0.359900649999986,8.9467437,0.09679902
435864031484471296,0.36250065,0.43534419,0.1101952
844441185425582080,0.36386599,14.190808,0.09551325
4747015650731028480,0.364508769999986,0.63309287,0.0001048035
7333013690830745600,0.364633850000018,23.967795,0.0001379446
5104977060792299520,0.367162529999973,8.910462,0.1096933
845648999217129472,0.36734077,15.3755,0.1510314
6960385345964404736,0.368237620000002,10.269143,5.730969E-05
7330750620972544000,0.368852530000026,27.469389,0.1014421
1732917511046850560,0.36972401,1.02573,0.08681998
1732914212511967232,0.369885,1.1153131,0.1399469
6950299526608121856,0.37007079,17.438882,0.1176919
845634980443875328,0.3722663,14.726473,0.09813292
5104976511036485632,0.373674170000015,8.957457,0.0001554663
435866780263540736,0.37487511,1.0479164,0.06066351
435861557583308800,0.37639882,0.7523111,0.105863
435865955629819904,0.37709068,0.65830479,0.08823861
3153711407548098560,0.377145,24.540852,1.555757E-05
6950294029049982976,0.378575699999999,16.908638,0.1540577
6879257332246310912,0.378796679999994,20.917144,0.1074618
1732915037145688064,0.37962401,1.072148,0.06060563
435861007827494912,0.37994173,0.56807077,0.003079473
844452730297673728,0.38093762,14.407469,0.04191076
435868429530982400,0.38177207,1.0974038,0.06117163
1228517100872558592,0.383681,1.228169,0.09570569
845631681908992000,0.38437862,14.185531,0.09211311
7333014240586559488,0.384743189999995,24.041767,0.1044833
6946969655676956672,0.388093490000017,19.804961,0.1106297
5104960568117882880,0.388605170000005,8.6821433,0.0979693
7330749246583009280,0.388859519999983,27.353925,0.07814705
5106017198741843968,0.389212229999998,5.9770193,0.1792415
6960500794685321216,0.389776900000015,12.108517,0.0002336143
8032269826255417344,0.389804630000015,28.766744,6.440702E-05
1732912288366618624,0.39127401,0.42243299,0.06062112
844578349501147136,0.39150248,15.081573,0.02119148
1732910364221270016,0.39162999,0.75931698,0.1060518
6988481167411048448,0.392588349999983,17.56487,0.06726827
6988478418631979008,0.39287435,17.33542,0.1637409
845641852391548928,0.39311589,16.007965,0.1124885
435866230507726848,0.39425213,0.27443931,0.0620074
4836952403717320704,0.39462272999998,1.8517336,1.710166E-05
1732914762267781120,0.39487299,1.0538,0.07943646
6946977902014164992,0.394915159999982,20.254011,7.296445E-05
1676621142120491008,0.395089,1.09083,0.1384235
3177364652413708288,0.396102,24.832921,0.0001011689
844457403222091776,0.39667646,14.543533,0.105346
3179590339883198464,0.39668812,27.882326,0.002873415
844457952977905664,0.39834104,14.65938,0.09810758
6960521685406248960,0.398361480000005,11.503351,0.09264806
5104980909082996736,0.39875404999998,10.005857,0.002189467
1732918610558478336,0.40045601,0.91261399,0.105617
6946977352258351104,0.401186580000001,20.496154,0.1548223
1732919160314292224,0.401674,0.78738499,0.1057108
6988719211678461952,0.403245379999987,17.966684,0.0003770805
4815499007831502848,0.403529999999989,3.0701857,0.09549405
1677686294060230656,0.403659,0.2308,0.1631925
3179659883993655296,0.40403683,29.236541,0.00392434
6960388094743474176,0.405363630000011,10.619763,0.09078313
1228521224041162752,0.406326,0.964131,0.1061154
3156023955999975424,0.406822,29.216787,3.734109E-05
845636629711316992,0.40701728,14.502555,0.1054416
6988715638265671680,0.409260280000012,18.158035,1.07546E-05
844436787379070976,0.40952588,13.75268,0.1111019
1228518750140000256,0.410073,1.051814,4.864218E-05
844439536158140416,0.41012577,13.827087,0.1098725
1227321656872036352,0.410857,0.29501,0.03806185
4837055757810331648,0.411555949999979,2.3850098,0.1112009
8032267352354254848,0.412752599999976,29.722643,0.1216533
6925424450872209408,0.413369559999978,11.900964,0.1785823
3153723227298097152,0.413565,23.946843,8.979817E-06
4836946356403367936,0.415196130000027,1.337014,0.06155174
7745246438540111872,0.415814880000028,22.925967,0.08594214
6954767942366720000,0.417174260000024,13.751168,0.1100308
